binary_pattern,divination_use,id,interpretation,labels,name_english,name_yoruba,odu_number,related_themes,ritual_context,symbolic_meaning
11000010,Holy journey,848,Spiritual journey - mystical quest,OduIfa:SoulLayer,Path Spiritualizes,Iwori-Fun,194,"['spiritual', 'mystical', 'quest']",Mystical quest,Spiritual path
11000011,Faith battles,849,Spiritual warfare - holy combat,OduIfa:SoulLayer,Conflict Spiritualizes,Odi-Fun,195,"['spiritual', 'warfare', 'holy']",Holy combat,Spiritual warfare
11000100,Earthly spirituality,850,Grounded spirituality - material mysticism,OduIfa:SoulLayer,Earth Spiritualizes,Irosun-Fun,196,"['grounded', 'material', 'spiritual']",Material mysticism,Grounded faith
11000101,Ecstatic spirituality,851,Ecstatic spirituality - wild mysticism,OduIfa:SoulLayer,Chaos Spiritualizes,Owonrin-Fun,197,"['chaos', 'ecstatic', 'spiritual']",Wild mysticism,Chaotic faith
11000110,Faith evolution,852,Spiritual evolution - mystical transformation,OduIfa:SoulLayer,Change Spiritualizes,Obara-Fun,198,"['spiritual', 'transformation', 'mystical']",Mystical evolution,Spiritual transformation
11000111,Blessed spirituality,853,Lucky spirituality - fortunate mysticism,OduIfa:SoulLayer,Fortune Spiritualizes,Okonron-Fun,199,"['fortune', 'spiritual', 'blessed']",Fortunate mysticism,Lucky faith
11001000,Sacred warfare,854,Spiritual warfare - holy combat,OduIfa:SoulLayer,Warrior Spiritualizes,Ogunda-Fun,200,"['spiritual', 'warfare', 'sacred']",Holy combat,Warrior spirituality
11001001,Era spirituality,855,Historical spirituality - temporal mysticism,OduIfa:SoulLayer,Time Spiritualizes,Osa-Fun,201,"['temporal', 'spiritual', 'history']",Temporal mysticism,Historical faith
11001010,Holy networks,856,Spiritual networks - mystical connections,OduIfa:SoulLayer,Web Spiritualizes,Ika-Fun,202,"['spiritual', 'mystical', 'network']",Mystical connections,Spiritual alliances
11001011,Holy currents,857,Spiritual currents - mystical flows,OduIfa:SoulLayer,Flow Spiritualizes,Oturupon-Fun,203,"['spiritual', 'mystical', 'flow']",Mystical flows,Spiritual streams
11001100,Passionate spirituality,858,Passionate spirituality - burning faith,OduIfa:SoulLayer,Fire Spiritualizes,Otura-Fun,204,"['passion', 'spiritual', 'intensity']",Burning faith,Intense mysticism
11001101,Stressed spirituality,859,Stressed spirituality - burdened faith,OduIfa:SoulLayer,Pressure Spiritualizes,Irete-Fun,205,"['pressure', 'spiritual', 'burden']",Burdened faith,Pressured mysticism
11001110,Victory spirituality,860,Triumphant spirituality - victorious faith,OduIfa:SoulLayer,Victory Spiritualizes,Ose-Fun,206,"['victory', 'spiritual', 'triumph']",Victorious faith,Triumphant mysticism
11001111,Total enlightenment,861,Ultimate spirituality - complete mysticism,OduIfa:SoulLayer,Double Spirit,Ofun-Meji,207,"['ultimate', 'complete', 'total']",Complete mysticism,Ultimate spirituality
11010000,Divine battles,862,Divine warfare - holy combat,OduIfa:SoulLayer,Light Wars,Ogbe-Gunda,208,"['divine', 'warfare', 'holy']",Holy warfare,Sacred combat
11010001,Secret battles,863,Occult warfare - hidden combat,OduIfa:SoulLayer,Darkness Wars,Oyeku-Gunda,209,"['occult', 'warfare', 'hidden']",Occult combat,Hidden warfare
11010010,Journey battles,864,Journey warfare - quest combat,OduIfa:SoulLayer,Path Wars,Iwori-Gunda,210,"['journey', 'warfare', 'quest']",Quest combat,Path warfare
11010011,Total battles,865,Maximum warfare - ultimate combat,OduIfa:SoulLayer,Double Conflict,Odi-Gunda,211,"['ultimate', 'complete', 'total']",Ultimate warfare,Complete combat
11010100,Resource battles,866,Material warfare - economic combat,OduIfa:SoulLayer,Earth Wars,Irosun-Gunda,212,"['economics', 'warfare', 'resources']",Economic warfare,Material combat
11010101,Unpredictable battles,867,Chaotic warfare - random combat,OduIfa:SoulLayer,Chaos Wars,Owonrin-Gunda,213,"['chaos', 'warfare', 'random']",Chaotic combat,Random warfare
11010110,Revolutionary battles,868,Transformative warfare - evolutionary combat,OduIfa:SoulLayer,Change Wars,Obara-Gunda,214,"['evolution', 'warfare', 'revolutionary']",Evolution warfare,Transformative combat
11010111,Profitable battles,869,Lucky warfare - fortunate combat,OduIfa:SoulLayer,Fortune Wars,Okonron-Gunda,215,"['fortune', 'warfare', 'profitable']",Fortunate combat,Lucky warfare
11011000,Total battle,870,Maximum combat - ultimate warfare,OduIfa:SoulLayer,Double Warrior,Ogunda-Meji,216,"['ultimate', 'complete', 'total']",Ultimate combat,Complete warfare
11011001,Era battles,871,Historical warfare - temporal combat,OduIfa:SoulLayer,Time Wars,Osa-Gunda,217,"['temporal', 'warfare', 'history']",Temporal warfare,Historical combat
11011010,Connection battles,872,Network warfare - connection combat,OduIfa:SoulLayer,Web Wars,Ika-Gunda,218,"['network', 'warfare', 'alliance']",Network combat,Alliance warfare
11011011,Current battles,873,Current warfare - flow combat,OduIfa:SoulLayer,Flow Wars,Oturupon-Gunda,219,"['flow', 'warfare', 'stream']",Flow combat,Stream warfare
11011100,Passionate battles,874,Passionate warfare - burning combat,OduIfa:SoulLayer,Fire Wars,Otura-Gunda,220,"['passion', 'warfare', 'intensity']",Burning combat,Intense warfare
11011101,Burden battles,875,Stressed warfare - burdened combat,OduIfa:SoulLayer,Pressure Wars,Irete-Gunda,221,"['pressure', 'warfare', 'burden']",Stressed combat,Pressured warfare
11011110,Winning battles,876,Triumphant warfare - victorious combat,OduIfa:SoulLayer,Victory Wars,Ose-Gunda,222,"['victory', 'warfare', 'winning']",Victorious combat,Triumphant warfare
11011111,Holy battles,877,Spiritual warfare - mystical combat,OduIfa:SoulLayer,Spirit Wars,Ofun-Gunda,223,"['spiritual', 'warfare', 'holy']",Mystical combat,Spiritual warfare
11100000,Holy networks,878,Divine networks - sacred connections,OduIfa:SoulLayer,Light Connects,Ogbe-Ka,224,"['divine', 'connections', 'sacred']",Sacred connections,Divine alliances
11100001,Secret networks,879,Occult networks - hidden connections,OduIfa:SoulLayer,Darkness Connects,Oyeku-Ka,225,"['occult', 'connections', 'hidden']",Occult connections,Hidden alliances
11100010,Journey networks,880,Journey networks - quest connections,OduIfa:SoulLayer,Path Connects,Iwori-Ka,226,"['journey', 'connections', 'quest']",Quest connections,Path alliances
11100011,Battle networks,881,War alliances - battle networks,OduIfa:SoulLayer,Conflict Connects,Odi-Ka,227,"['war', 'alliances', 'combat']",War alliances,Combat connections
11100100,Resource networks,882,Economic networks - material connections,OduIfa:SoulLayer,Earth Connects,Irosun-Ka,228,"['economics', 'connections', 'resources']",Economic connections,Material alliances
11100101,Unpredictable networks,883,Chaotic networks - random connections,OduIfa:SoulLayer,Chaos Connects,Owonrin-Ka,229,"['chaos', 'connections', 'random']",Chaotic connections,Random alliances
11100110,Revolutionary networks,884,Transformative networks - evolutionary connections,OduIfa:SoulLayer,Change Connects,Obara-Ka,230,"['evolution', 'connections', 'revolutionary']",Evolution connections,Transformative alliances
11100111,Profitable networks,885,Lucky networks - fortunate connections,OduIfa:SoulLayer,Fortune Connects,Okonron-Ka,231,"['fortune', 'connections', 'profitable']",Fortunate connections,Lucky alliances
11101000,Combat networks,886,Military alliances - combat networks,OduIfa:SoulLayer,Warrior Connects,Ogunda-Ka,232,"['military', 'alliances', 'combat']",Military alliances,Warrior connections
11101001,Era networks,887,Historical networks - temporal connections,OduIfa:SoulLayer,Time Connects,Osa-Ka,233,"['temporal', 'connections', 'history']",Temporal connections,Historical alliances
11101010,Total networks,888,Maximum networks - ultimate connections,OduIfa:SoulLayer,Double Web,Ika-Meji,234,"['ultimate', 'complete', 'total']",Ultimate connections,Complete alliances
11101011,Current networks,889,Current networks - flow connections,OduIfa:SoulLayer,Flow Connects,Oturupon-Ka,235,"['flow', 'connections', 'stream']",Flow connections,Stream alliances
11101100,Passionate networks,890,Passionate networks - burning connections,OduIfa:SoulLayer,Fire Connects,Otura-Ka,236,"['passion', 'connections', 'intensity']",Burning connections,Intense alliances
11101101,Burden networks,891,Stressed networks - burdened connections,OduIfa:SoulLayer,Pressure Connects,Irete-Ka,237,"['pressure', 'connections', 'burden']",Stressed connections,Pressured alliances
11101110,Winning networks,892,Triumphant networks - victorious connections,OduIfa:SoulLayer,Victory Connects,Ose-Ka,238,"['victory', 'connections', 'winning']",Victorious connections,Triumphant alliances
11101111,Holy networks,893,Spiritual networks - mystical connections,OduIfa:SoulLayer,Spirit Connects,Ofun-Ka,239,"['spiritual', 'connections', 'mystical']",Mystical connections,Spiritual alliances
11110000,Holy currents,894,Divine currents - sacred flows,OduIfa:SoulLayer,Light Flows,Ogbe-Turupon,240,"['divine', 'flows', 'sacred']",Sacred flows,Divine streams
11110001,Secret currents,895,Occult currents - hidden flows,OduIfa:SoulLayer,Darkness Flows,Oyeku-Turupon,241,"['occult', 'flows', 'hidden']",Occult flows,Hidden streams
11110010,Journey currents,896,Journey currents - quest flows,OduIfa:SoulLayer,Path Flows,Iwori-Turupon,242,"['journey', 'flows', 'quest']",Quest flows,Path streams
11110011,Battle currents,897,War currents - battle flows,OduIfa:SoulLayer,Conflict Flows,Odi-Turupon,243,"['war', 'flows', 'combat']",War flows,Combat streams
11110100,Resource currents,898,Economic currents - material flows,OduIfa:SoulLayer,Earth Flows,Irosun-Turupon,244,"['economics', 'flows', 'resources']",Economic flows,Material streams
11110101,Unpredictable currents,899,Chaotic currents - random flows,OduIfa:SoulLayer,Chaos Flows,Owonrin-Turupon,245,"['chaos', 'flows', 'random']",Chaotic flows,Random streams
11110110,Revolutionary currents,900,Transformative currents - evolutionary flows,OduIfa:SoulLayer,Change Flows,Obara-Turupon,246,"['evolution', 'flows', 'revolutionary']",Evolution flows,Transformative streams
11110111,Profitable currents,901,Lucky currents - fortunate flows,OduIfa:SoulLayer,Fortune Flows,Okonron-Turupon,247,"['fortune', 'flows', 'profitable']",Fortunate flows,Lucky streams
11111000,Combat currents,902,Military currents - combat flows,OduIfa:SoulLayer,Warrior Flows,Ogunda-Turupon,248,"['military', 'flows', 'combat']",Military flows,Warrior streams
11111001,Era currents,903,Historical currents - temporal flows,OduIfa:SoulLayer,Time Flows,Osa-Turupon,249,"['temporal', 'flows', 'history']",Temporal flows,Historical streams
11111010,Network currents,904,Network currents - connection flows,OduIfa:SoulLayer,Web Flows,Ika-Turupon,250,"['network', 'flows', 'alliance']",Connection flows,Alliance streams
11111011,Total currents,905,Maximum currents - ultimate flows,OduIfa:SoulLayer,Double Flow,Oturupon-Meji,251,"['ultimate', 'complete', 'total']",Ultimate flows,Complete streams
11111100,Passionate currents,906,Passionate currents - burning flows,OduIfa:SoulLayer,Fire Flows,Otura-Turupon,252,"['passion', 'flows', 'intensity']",Burning flows,Intense streams
11111101,Burden currents,907,Stressed currents - burdened flows,OduIfa:SoulLayer,Pressure Flows,Irete-Turupon,253,"['pressure', 'flows', 'burden']",Stressed flows,Pressured streams
11111110,Winning currents,908,Triumphant currents - victorious flows,OduIfa:SoulLayer,Victory Flows,Ose-Turupon,254,"['victory', 'flows', 'winning']",Victorious flows,Triumphant streams
11111111,Total ending,909,Ultimate ending - absolute completion,OduIfa:SoulLayer,Complete Closure,Ofun-Sa,255,"['ultimate', 'complete', 'absolute']",Absolute completion,Complete closure
