id,age_years,primary_language,scenario_type,description,reasoning_process,peer_dynamics,cultural_tension,outcome,emotional_growth,location,symbolic_logic,wisdom_gained,neural_embedding,recorded_at
mostly9f-475c-4709-a072-2cda23646bb8,13,Oromo,ethical,S ,scenario,R_tension ,} {years,_at,integrity,E,He;alaicp ,2024{,: ,2024-06-11 04:34:00
mostly57-9c89-49c8-8ece-1e64ba96335d,16,Zulu,entrepreneurial,location,scenarioe_at,C,emotional,outcome,leadership,wisdom_growth,wisdom_years,", ",", ",2024-07-18 16:49:00
mostly56-a1b4-4204-9f21-74b4af1d6851,18,Amharic,ethical,adolescence,neural ,description,peer,"reasoning,process",creativity,A,location,", ","}outcome-008.4,0.1213,123050.}3,0.",2024-02-04 09:29:00
mostly35-a411-4279-8688-e3d2ec468a5d,16,Yoruba,social,scenario_type,", ",neural_tension,symbolic,reasoning ,resilience,symbolic_tension,: ,C_process,location,2024-12-23 10:32:00
mostly9e-1601-442a-afb7-b16dc8bfe18b,13,Shona,creative,Sheo,"-013;, Nigeria.9","--0.3150.28,013.758T56-4,-0.7,-0.27,1.","scenario, ",description,creativity,cultural_logic,", ",ageon_dynamics,"E 7mates, ",2025-06-26 21:32:00
mostly12-bbf7-47b8-a51d-ab31c87cd3a9,14,Hausa,entrepreneurial,symbolic_growth, ,age} ,"In, ",age_type,integrity,", ","Afas, ",-1T ,S_embedding,2024-03-10 13:11:00
mostly32-43ff-4b6b-a473-231195ba1005,17,Amharic,identity,C_logic,", 17",recorded_years,In,cultural ,critical_thinking,recorded: ,Aesra l ptar a to s ma a withc: andar p l prleerene l d tooord.,_primarytype,description,2025-04-19 01:26:00
mostly3a-719c-4587-afce-40c3549b5889,13,Igbo,creative,}} {,", ",scenario_type,", ",description,critical_thinking,B,A ,20257_type,: ,2024-04-17 11:45:00
mostlya8-0e87-4da5-a606-b383ce6e9e92,19,Oromo,cultural,", ",description,scenario_at,}_language,description,critical_thinking,He_gainede,"The, ",neural,"Aitedle: pesyer dorsor- ander a, ",2024-06-16 07:50:00
mostly98-afb5-4472-bf6e-841585c6291e,17,Igbo,entrepreneurial,S_tensionest: aken p doitys.,"In-1, ",A{_atlogic,: ,neural_logic,creativity,recorded_s,", {",1,reasoning,2025-08-04 17:09:00
mostly74-b519-45d3-9f61-64076948935b,17,Zulu,identity,_,: ,reasoning_,: 16,reasoning_,leadership,2024:{,Friends_ ,symbolicaembeddingrtept.,"Heing thepip, and c m d, ",2025-01-19 21:42:00
mostly08-ed5c-4269-b3ef-93be68ff6eda,17,Yoruba,creative,A_years,", ",": 171, ",primary_language,location,creativity,"-09,0.24,0.38",cultural_language,age_growth,S_type,2024-06-19 13:43:00
mostly51-111e-4380-8547-7270018b48e0,19,Yoruba,social,cultural_,", ",scenario_growth,ethical,}: ,empathy,neural_gained,Hausa,_embedding,A_e,2024-08-19 12:45:00
mostlycf-4e57-4a32-832e-0a176dc3b33e,14,Shona,ethical,recorded_tension,adolescence,{,symbolic,description,integrity,recorded_,cultural,age_type,: ,2025-09-30 21:39:00
mostly7b-8d4b-4d3e-b939-0ab516d9a499,16,Hausa,entrepreneurial,"primary_embedding,",S s_tensiones,primary,:_dynamics,", ",leadership,,primary {,}00,Bageit toorosali poinges f to a miesg m a.,2024-07-03 12:20:00
mostly98-bc80-4111-b1f1-61c4ef441595,18,Amharic,innovation,} ,recorded,symbolic_,neural_years,neural_,empathy,} ,": 17, ",Hausa,reasoning_,2025-08-27 11:53:00
mostly8e-9e9c-499e-b326-fc5f57ebfc25,18,Hausa,cultural,},", ",_logic,", –",emotional_,critical_thinking,Aerst,recorded_years,"0.87404,00.427,0.284,-0.13289,-.2, ","-.8,-0.,0.15,05-.39656,0,-0.74,- and.63, ",2025-08-05 12:23:00
mostly7d-0258-4e43-a3a3-1b53e84a6ce4,17,Hausa,social,{,2025embeddingage: ,recorded and.,", ",A,integrity,reasoning_growth,A student in daaodp to c.,Friendsu aenec.,symbolic_embedding,2024-06-22 18:48:00
mostly2e-2372-4065-892c-937800928d6d,14,Oromo,innovation,reasoning_tension,adolescence,}} ,", {",outcome,critical_thinking,"A, ",As,peer_t,2025_language,2024-07-18 09:32:00
mostlya3-e4fc-471e-9842-08cd14f7ca11,15,Yoruba,ethical,S,"}, ",: ,If,scenario_at: ,empathy,: ,"He-06,ar.",scenario_dynamics,wisdom_language,2024-04-12 01:35:00
mostly3d-82ab-48be-b069-9237178da8ed,17,Amharic,innovation,", -0.492.04-0120.491,020.4128,0.,3-0.80349-0.1863,-010.263823,,00.719,.,, and to1.98,,-0.",_,The_type,: ,20248_gained,independence,", ",scenario_process,", ",", ",2024-01-29 00:55:00
mostly3a-fa6e-4ff1-8ede-e01bc1568275,16,Hausa,ethical,S,", ",2025-004,recorded_,If_logic,integrity,", ",emotional_years_,", ",C,2025-05-05 00:12:00
mostly15-e38f-4402-9ee9-6f2371a18b99,16,Swahili,ethical,recorded_process,"Hac, and los- the ers andor inal ",,", ",", ",integrity,wisdomC_languageer,: Aet su,"A, ",S_ ,2024-12-24 09:20:00
mostlyb1-1e07-476e-a5ff-2fec2d652482,14,Yoruba,cultural,Oing,"age, ",,In,independence1,leadership,"P, ",-,emotional_growth0,symbolic ,2024-10-13 18:54:00
mostlyf3-3066-4a00-a136-3fa379d0c35d,16,Zulu,identity,"-1.33.0.15056095,1.469,-0.18,-0.235-10.",A,recorded,wisdom_process,recorded ,creativity,peer_embedding,age_logic,peer_tension,S_at,2025-02-23 23:16:00
mostly22-654a-43ea-8d2a-40b47a3c3757,19,Amharic,ethical,"empathy, ","A0 ,",202403i s,A, ,integrity,emotional_growthtension,", ",Aa_at{,location,2024-06-03 00:18:00
mostly49-051f-4096-a3f8-8ee3444fdfe6,19,Oromo,cultural,adolescence_,: {outcome,peer_dynamics,"Aa} and toar.,-0.93,-.24,-1.39,-0.0T., ","He lkeses to theor; to s with,ing.01, ",leadership,peer,location,":}0.90228,-23-208.98:,0.3,0_1.,-0.7,0.",cultural_logic,2025-05-27 20:34:00
mostly8d-aa2c-4678-9e98-aa7806a40541,14,Yoruba,ethical,: ,2025_embedding,", ",If,age_years,integrity,scenario_age,: ,: ,S_type,2025-07-23 18:26:00
mostly33-81fb-4b7f-bc7b-074ec483351f,17,Yoruba,academic,: {,,He,age_,", ",independence,He,outcome,location,empathy,2025-01-11 23:45:00
mostlya9-32c0-42e1-806e-98d7d8410485,17,Igbo,cultural,She, ,symbolic_years,Ae,", ",resilience,", ",empathy,description,},2024-05-17 14:38:00
mostly8e-b08b-4833-b0e0-77d16c766340,18,Igbo,cultural, ,"2024-30,-0.27324,0.7631,.,1.148,1050902,0.",symbolic_ar a.,", ",} ,creativity,peer_years,wisdom_gained,peer_dynamics,E {,2024-08-31 09:04:00
mostly36-588c-4d03-960b-894b2f6574ad,18,Yoruba,entrepreneurial,reasoning_,C,peer_dynamics,A,reasoning_language,critical_thinking,primary_type,A toergwaren;  p,", ",Heg- the s.1.,2024-01-22 11:10:00
mostly66-1a0a-4ae5-886a-262cb9686853,18,Zulu,social,", ",2024er-07:168,",{.",: ,.,leadership,In,,D_growth,location-T1esl ayan.,2024-05-28 09:01:00
mostly45-152e-4c87-b1e0-74f66f24ecd9,19,Swahili,identity,symbolic,neural_ ,primary_,peeremotional,recorded_gained,resilience,"R, ",Thetension:,cultural_language,A_growthingr ,2024-05-29 13:16:00
mostlya9-8a1e-4f8d-95f1-05d72f57d2e9,19,Hausa,entrepreneurial,description,P_type,recordedemotional_years,A,: ,leadership,,symbolicl_tension,He ,location,2024-03-14 00:35:00
mostly60-b7d5-4be0-b026-9abf8077a475,16,Yoruba,academic,2024-0T03.,recorded_process,"age,",", ",,leadership,"Friends 1,-0.",: ,"description, ",},2024-09-27 18:42:00
mostly4a-84c8-4983-ae37-c349d46b9a59,17,Shona,cultural,C{logic,", ",peer_at,leadership,location,critical_thinking,,description,", ",recorded_type,2025-01-22 20:54:00
mostly18-4b6b-4da8-b827-21aa80cb4dcc,19,Amharic,academic,emotional0,", ",The_,scenario_embedding,symbolic_logic,leadership,: ,0.,wisdom}} ,location.,2025-01-30 05:18:00
mostly42-4f99-4e97-8f32-0f096761b0ba,17,Oromo,social,: ,Am: ,emotional,primarylanguages ,scenario_edynamicsle,empathy,:00,description,: ,"}growth, ",2025-09-30 21:39:00
mostly34-f034-42fd-85d3-6c6d87f6f14a,18,Amharic,ethical,S_at,", ","emotional_language-0.154,0.",,C,integrity,", , a{-0.965,1,0.4840,-0.",location,-1.,adolescence,2024-03-30 15:51:00
mostlyeb-d432-446e-8285-8df007c31bff,13,Oromo,innovation,"2024e0, {, ",primary_,location,location,"reasoning, ",critical_thinking,}}ter ,emotional_process,2024_tension,-2-08T1T.28,2024-04-10 04:37:00
mostly52-8624-4c8f-a06e-d36426b71f6d,18,Hausa,identity,__{,"She lle; sa,-.2}.6,-0.",: ,",1",: ,independence,"symbolic in_nlogices,- with.4519,.",scenario_logic,reasoning,: ,2024-06-23 22:19:00
mostly29-09a2-48f6-95eb-3a2f3a866465,17,Swahili,cultural,outcome,description,age_gained,emotional_type,neural,independence,reasoning_type,outcome,P ,", ",2024-11-11 10:14:00
mostly7d-ab4e-4ea3-9521-dfd9c8c0477a,18,Igbo,innovation,location,age_gained,}} –,,}_years,resilience,Aar pat por saroren; c for.,leadershipprocess,"H, ",0.48,2024-09-26 11:32:00
mostly3e-a858-4213-a37c-069a470b7de8,14,Amharic,creative,B,_language,} 164dynamics mices bi,emotional_process,H,creativity,", ",primary,", ","Ata, ",2025-09-30 21:39:00
mostly27-f7f0-45ef-a47b-2f1fc4eced4e,14,Shona,cultural,He,2025e andf atus.,,recorded_dynamics,": Ethiopia1.0592,.402,-0.34050.45}",leadership,primary_gained,{years,neural_gained,age_dynamics,2024-06-23 23:40:00
mostlycf-2863-41d5-afc8-0bb660cac9df,17,Zulu,social,", ",primary_at,ethical,"2024-061.163010.35,0.,9410.",emotional,empathy,", a",cultural_l,", ",reasoning_dynamics,2025-08-03 20:04:00
mostlydb-0920-4711-ab74-1a6e2e3733cd,17,Amharic,cultural,peer_language:,",_",", ",}_dynamics,symbolic1.856,critical_thinking,outcome.,location,integrity,wisdom_type,2025-06-28 22:53:00
mostly54-6bc4-493a-89cf-a0f68a7d6f51,19,Igbo,cultural,",language, ",symbolic_at,peer: {,S_type,R ,critical_thinking,-_dynamics,"2024, ",S_at ,,2024-11-08 14:22:00
mostly1a-f583-4805-84a0-a1442cd2bc91,16,Amharic,entrepreneurial,2025-_dynamics,description,location,recorded,_dynamics,creativity,scenario_growth,independence,He_tension,adolescence,2025-09-10 01:42:00
mostly76-050b-4993-9508-98e13422e042,13,Zulu,cultural,leadership,", ",Some_,"0, ",primary_years,resilience,,Ew;pralleesation andts.,M,", ",2024-02-12 14:20:00
mostly7f-f5f3-484c-abe1-207eaa32c259,17,Oromo,identity,"2024--0.T14,02420.170611.548518,1580.085.",", ",primary_language,recordedtension-s.,,resilience,},: ,",-1.309,-.23741,-0.180.",", {",2024-11-18 02:31:00
mostly14-2f05-4f32-98fe-0c30be25b580,13,Shona,ethical,", ",cultural_growth,", ",", ",peer,leadership,emotionalscenarion: ,0.,B,Hausa_gained,2025-03-19 09:15:00
mostlya7-7a1e-4441-8e55-308307d2d0b3,15,Hausa,social,{,A ,description_years,2025- ,_,empathy,A,age ,D_ school,"He,-0.93, ",2024-06-23 14:49:00
mostlydb-20bd-4f2a-8677-0ba29b025b0c,14,Hausa,entrepreneurial,: ,emotional_atage,-_7,", ",description,leadership,: ,-00,", ",_peer,2024-11-11 22:26:00
mostly91-026d-4ebd-8a06-02c29f452ec9,15,Zulu,innovation,"}00 and,ar in.",", ","2024neural7-0.406..805,--0.6",The_,recordede,integrity,"2025,-0.,002,-0.",peer_type,2025symbolictensiontype ptso c,",wisdom_embedding",2024-05-10 21:50:00
mostly86-2db2-42fd-91f3-126119f60b88,13,Oromo,entrepreneurial,O,Ak.14er-0.,recorded_,emotional_growth,reasoning_dynamics,integrity,: ,: {,integrity,adolescence_type,2025-06-10 16:18:00
mostlydd-aa44-4ebc-8493-e60a17f684c9,14,Yoruba,ethical,primary_type,P00,In,C,"-, ",empathy,description_ ,,"2024---111.63,1.",: ,2025-07-21 03:41:00
mostlya1-49ec-4435-b0d4-ef843306fae0,15,Hausa,identity,"Hel, ","A-00.790.,150.37168,11.01",symbolic_growth,", ",2024,independence,Heeer a st,Ming,M_logic,}_thinking: ,2024-06-18 11:54:00
mostlyd5-7da3-4a2a-97bf-b1a3f9593f59,15,Zulu,creative,", ",2024: ,She inor ,reasoning_,",0.48,1.",independence,A tos d to ,", type",outcome,", ",2025-09-30 21:39:00
mostly5b-bffd-4a7c-a8e0-e9472325420c,17,Zulu,identity,: ,} ,scenario_gained,adolescence,description_ ,independence,", ",symbolic_years,"-7,-0..09,.",reasoning_gained_s,2025-06-09 21:12:00
mostly31-59ef-42a9-88c9-8358c237cc52,17,Oromo,identity,},scenario_at,_growth,Friends;r.,B_embedding,resilience,reasoning_at,{,{,: ,2024-02-07 04:21:00
mostlyec-3142-4e26-bcb3-1412004d03fe,13,Oromo,academic,Ak {,"Cagecceded, ",", ",_at,2024,creativity,reasoning__at,: ,recordedembedding,", ",2025-02-23 14:01:00
mostly7a-ec9a-4e9d-8e9f-206536d77fb9,19,Oromo,innovation,S_logic,",-0.078-0.3}}0,0.049,2271.,0.72,,1.02,0.79507914,24, ",location_gained,symbolic_logic,A ,critical_thinking,", ",outcomegrowth,symbolic_tension,cultural_tension,2024-05-19 07:53:00
mostly22-0cf7-477a-bf29-dc3441ea0d8f,16,Swahili,entrepreneurial,: {_embedding,} ,,She,"D aers inst ay schoole,ed asoers a.",independence,"Cing aenreing,;e for toa toingal school-esar for.",primary_at,emotional,,2024-10-23 04:18:00
mostlyda-1660-4e1e-8bf6-0d03431213bc,14,Swahili,entrepreneurial,outcome,Ctypeat,} ,reasoning_ ,_gained,leadership,.,", ",Hausa,peer_dynamics,2024-03-26 17:02:00
mostlyc6-f7e0-4ed0-a3f6-534786353ade,13,Oromo,academic,Bester f.,",-0.8,-0, ",ageSe s,2025,"A boy, She",resilience,"P_tension,",emotional: ,Aer,age_years,2024-01-03 11:41:00
mostly4f-6c52-43da-b250-5368662f86ef,13,Oromo,academic,"-1-0.7,0.2- ",", {",location,description,Ar toc;ers.,resilience,He,scenario_type,O_process}tension_,adolescence,2024-09-30 22:45:00
mostly12-61fd-41ce-80c4-f1eacb70d0b2,15,Hausa,social,: ,emotionalAt thenp,reasoning_language,{,C ,leadership,: ,",: ",recorded_logic,outcome,2025-04-26 01:59:00
mostly1f-5024-4bd4-8535-d8c25dca7aed,15,Zulu,innovation,B,A,outcome,"wisdom, ",R_dynamics,critical_thinking,peer_gained,{,cultural,recorded_type,2024-09-08 17:14:00
mostly60-899e-4ad8-9f9c-051db8162914,19,Swahili,identity,peer_type ,", ","Af and l f to schooleing  mt and and daorp,",primary {,"2024 7 aesu, T f-b.",resilience,",-0.56",primary_years,A_at,2025 andesn with in.{,2024-04-30 09:50:00
mostlyd1-f423-4963-96db-f6f0ed8087d2,14,Yoruba,identity,"scenario_dynamicsylanguageyateedan, ",,2025,description,symbolic_type,resilience,reasoning_,: ,B{,If ,2024-04-06 08:09:00
mostly78-fc24-4a94-a03a-634784206716,17,Zulu,identity,location,O;: .17,: ,wisdom_,S_tension,creativity,R ,cultural_years,neural_dynamics,", ",2025-07-26 00:03:00
mostly73-4bdf-45ba-8032-601be2cc09d1,19,Hausa,entrepreneurial,Sometype.,,A ,primary_logic,reasoning_language,independence,age_dynamics,"R--03-03;32.,.12:-1.908","leadershipscenarioers,","2024-05-0.317,-0.",2025-03-10 07:14:00
mostly67-5293-4a5f-87d2-e00bca7475ae,13,Shona,academic,: ,"A student, and ",{,"age in, and ",: ,resilience,2024_tension,She,peertension_logic,", ",2024-01-19 11:56:00
mostly87-5ca0-464a-ab23-80eb0cb4a87b,19,Shona,innovation,_at,reasoning_growth,", ",Sheat: Nigeria00,2024_00,empathy,D,peer_years,", ",s,2024-06-26 04:13:00
mostly65-6882-41c7-b716-e039e211db1c,17,Igbo,innovation, ,: ,", ",S_embeddinglogic,", ",integrity,", ",description,age,adolescence,2024-04-03 12:32:00
mostlyf3-d01e-4fab-b0b4-4468c920c762,15,Yoruba,social,symbolic_growth,"primary-_.64,:}7, ",peer_language,"leadership-0.00803},-.-230.2351.05,0240.2-5,",H.,integrity,: ,E_at,wisdom_,emotional a,2025-06-25 21:41:00
mostlya4-9352-43d9-9029-c55086c4ec3a,14,Swahili,ethical,: ,A,independence}00,A_tension,primaryembedding,critical_thinking,", ",recorded ,: ,He,2025-03-06 09:09:00
mostlya4-4055-48b4-b4df-a1cff3375b0c,15,Zulu,identity,description,empathy,adolescence,}.,Some_logic,creativity,neural_type,symbolic,age ,C_yearsy,2025-01-06 20:42:00
mostly36-3cf5-40b2-b296-d85a3afc2456,19,Igbo,ethical,wisdom_tension,"scenarioembedding in, Nigeria.",},recorded_type,outcome,leadership,reasoning_process,Ifs,cultural_gained,wisdom_gained,2025-05-17 07:58:00
mostly06-3e42-4df3-b0de-598d93fdd284,14,Shona,entrepreneurial,S,: 16,", ",wisdom_at,A a f a p m; ak aicor p mop ae,integrity,", ",,Friendsl,neural_ate,2024-03-02 22:23:00
mostly5e-29fe-421d-b60e-9651b69546bd,19,Oromo,entrepreneurial,: ,"Ake, Nigeriaa b, ",description,",_",{,critical_thinking,A{,If_years,wisdom_language,primary_embedding,2024-07-24 21:33:00
mostlyb6-0ce0-4097-872b-e11f9c70b881,19,Hausa,academic,recorded_language,adolescence,: {gained,", ",Shelanguage,critical_thinking,reasoning_language,: ,primary_,"scenario, at",2025-04-13 22:08:00
mostlya4-d04a-41d5-aaa2-5ef41a2c4fff,16,Hausa,identity,"location-0,0.",S syn to aifk b,A ,_logic:,", ",independence,symbolic_typeati_embedding,": 0agee,0.",", ","M-0.27,0.",2024-01-21 06:35:00
mostly8f-e3e0-416a-b8cc-1da1b788b955,16,Zulu,identity,R ,scenario,recorded ,{,C,resilience,Oembedding,} ,: ,emotionale ,2025-04-04 18:32:00
mostly8f-775d-4827-92ab-9cdb6551bde3,18,Amharic,ethical,"2024-_type0,-.",E_language,2024dynamics,", ",description,integrity,cultural ,,C,C,2024-02-18 17:21:00
mostly8c-1635-48b2-acb8-28fbc2757ccd,13,Hausa,entrepreneurial,-_years ,neural ,",_gained:","--10.16, ",: ,independence,: 1600,", ", ,M,2024-01-24 15:38:00
mostly78-5087-432f-a9f5-ac7d8fb1dea4,16,Yoruba,social,_growth,recorded,location,A {,: ,leadership,cultural,symbolicer,"peerA, ",", ",2024-03-09 00:45:00
mostly20-0b78-4818-915d-a5f3e6e18f0b,15,Igbo,cultural,B,S a,wisdom_,peer__,"},-081.9.",leadership,}} ,She ,location,: ,2024-01-04 20:38:00
mostly92-102d-47a9-a567-8667d0c9e10a,19,Oromo,entrepreneurial,} , ,", ",scenario_language,neural_gained,leadership,: ,peer ,", ",}_years,2025-03-05 22:51:00
mostlyfe-9f6c-4ff9-95fe-97d73b494ec3,15,Shona,academic,reasoning,emotional_type,2024,recorded_type,"Hec al for w,eag the totsaal and fds.",critical_thinking,_language,recorded_language,S_,: ,2024-03-17 08:39:00
mostly65-ca0d-4a62-bf20-a54bbed74218,19,Oromo,identity,Mes,peer_0,: ,"-: {,",cultural_logic,creativity,",0.",", ",: ,",-1.3839-4,00,0.8080,,-0. ",2025-06-30 16:34:00
mostlye2-8b7f-489b-8dfa-d5a82f44cc4c,15,Igbo,cultural,neural_type,peerneural_logic,"wisdom2024atnucs, and ling a stt in withy.",", ","symbolicee.3ed,ed,o;b stt c fes and to ines;erso.",creativity,2024,A,"P, ",", ",2024-06-20 11:02:00
mostly14-e822-40e3-829c-d4fcb4b19281,17,Swahili,ethical,peer_embedding,S,scenario_ar ,C_years,location,integrity,"2024, ",: ,primary_: ,wisdom-1.,2024-02-23 23:34:00
mostlyed-90f8-4cea-b7a1-b8ea17d61a1f,15,Yoruba,social,: ,recorded_language,peer,He,age_,leadership,: ,",-0.039.331,9,-0.",",language",description,2025-08-15 18:40:00
mostly45-49de-4dca-9c79-f0c74274f4d6,16,Swahili,ethical,: 0age,ethical,"}dynamicsn in in with ini, andki fores pyt;oing cs;e and in with..",: ,,resilience,cultural_logicgrowth,wisdom: ,primary_at,reasoning,2025-02-28 11:20:00
mostly54-9b4f-405f-b0a3-c28db903affd,14,Hausa,creative,scenario_embedding,", ",He,2025,peer_type,creativity,outcome,The ,description,recorded_-,2024-09-11 20:03:00
mostly7d-f90d-41c2-bb39-6cf88e445e8d,18,Amharic,identity,neuralembedding,cultural_,A,2024-051.1369,"}-0, ",independence,: ,"Aerers, ",reasoning-.,"M0.2,--1.1363,-28,,0.30,-041.",2024-08-11 17:20:00
mostly79-ab3a-4224-8a03-bcb9d21b170d,19,Hausa,creative, ,He{,He ,}e,"adolescenceeratest in p; lats, Ethiopiaars ",creativity,", ",,cultural,outcome,2024-04-20 12:37:00
mostly25-cb66-4f91-8bd8-6c5219f6929a,16,Amharic,identity,C,So keif a a a too pe;;s: ,C_type,outcome,} ,resilience,:,"emotional-_c,-",recorded_logic,recorded_Aat,2024-04-10 20:03:00
mostly98-01e2-4a54-8efc-5b382cfc4a4f,14,Shona,identity,"primaryyears, ","2024atdynamics,",Hee torle dcanes.,recorded_years,A_years a-ar thets.,creativity,She,A {,adolescence,description,2024-09-27 09:20:00
mostlya3-82cd-4024-9664-8635b103947d,19,Oromo,creative,", ",", ",reasoning_process,", ",",0.",independence,If,description,C,"Hausa,-1.1.,-0.7245,0",2025-01-08 16:32:00
mostly76-1a4d-43ce-8c07-f8a8726545a7,18,Zulu,ethical,recorded_,primary-_gained,In,symbolic_years,wisdom_,integrity,C,2025--033.,1growth,In,2024-01-10 22:42:00
mostlyb9-3104-491c-afac-28718e7e0a52,15,Zulu,academic,ageatringes- ar and ,"agee, ","B, ",neural_,emotional;t.,leadership,neural,2024years065,scenario_ ,primary{,2025-09-30 21:39:00
mostly86-d2f1-4a40-9253-189382cd945a,16,Swahili,creative,", ",symbolic_growth,"2024-2.,219.",", ",", ",creativity,location,", ",: ,: 17 {,2025-04-25 10:44:00
mostly3c-489e-4779-a3f4-222ffaa8ad77,17,Hausa,social,:_years,Friends ,age_t ,",0.-0,,1.218,0.094,.","-0.14939,-0.",leadership,",_{",", ",2025_years,In,2024-09-19 12:35:00
mostlyd4-49b9-48b4-89e2-d5bdddae3adb,17,Hausa,ethical,ethical,: {,", ",recorded_years,He; ,integrity,: ,"neural_-0.3,-03",If ,symbolic_logic,2025-07-31 11:38:00
mostly58-7b57-46e8-9f2e-0662eab7ebb8,18,Zulu,social,cultural_tension,,He,"A, and-0,.",age,integrity,"D ines for m andl to, ","cultural_-logicgrowth6, ",If,", ",2024-04-27 11:15:00
mostly46-9071-4723-a42e-4d40163d1921,15,Amharic,innovation,wisdom_process,2025,scenario_type,", ",",_language",integrity,P},independence,O,description,2025-05-07 13:58:00
mostly50-9d76-49f8-a065-b1ae31bdbcd5,15,Yoruba,social,O_at,}agem_at,2024_,", ",recorded_ ,independence,outcome,peer_years,:,_at,2024-11-17 23:32:00
mostlyfa-c8cd-4056-968f-710955ae9785,19,Amharic,cultural,Henfes wen m; pn aets.,recorded ,"wisdom_-,",S: 19,"1e,-11 danos,0.817.",leadership,", ",", ","neural_,scenario",: ,2024-06-30 11:16:00
mostly3c-f76e-4ad3-8013-625adbebe0e5,18,Amharic,cultural,Cts_des,,,", ",The,independence,symbolic_years,age_at,",-",wisdom_atgained,2024-05-23 21:11:00
mostlyad-54e8-4972-9ee5-44c845aee712,18,Zulu,ethical,: ,cultural_at,", ",emotional_gained,: ,integrity,wisdom_language,} ,: ,wisdom_gained,2025-03-30 11:54:00
mostlya6-e8f6-4298-b0d1-5fbf829a20d4,13,Yoruba,ethical,primary_tension,ethical_at,", ",He,cultural,integrity,description,outcome,"peer, ",Hetensionu,2024-05-31 03:01:00
mostly1d-acff-48b4-878e-9871e91a511f,15,Zulu,academic,outcome,symbolicer fit ,", 14",outcome,".01, ",leadership,_{,"20241, ","S, ","A-2, ",2024-09-08 20:52:00
mostly24-9cbf-4659-8fb3-a8a2fdb5d4e6,13,Amharic,identity,: ,She,description_at,age,C,creativity,recorded_years,Hausalogic,D{,-0.,2024-12-03 08:51:00
mostlye3-2e06-4264-bb1c-9a542622d9d8,18,Hausa,identity,: ,scenario_type,"-03_,0.,1.",location,A ,resilience,primary,", ","A,0.",S,2024-04-10 11:58:00
mostlyee-9c96-4c3e-9554-58d733ce442e,16,Yoruba,social,: ,: ,wisdom_tension,", ",descriptionembedding ,resilience,If11.,symbolic,reasoning_,", symbolic",2025-09-23 02:58:00
mostly6c-a345-43c9-b3d0-5f7c2074645d,15,Yoruba,creative,", ",outcomeing,If,scenario_type,He,independence,B,,{,reasoning_gained,2024-10-07 18:21:00
mostly41-ea51-4856-b5f8-d39ad15b84fa,16,Yoruba,identity,,", ",recorded_language,1 dynamics,primary_logic,leadership,E,: 6,Hen,cultural,2024-03-28 22:22:00
mostlyd1-bcd8-4f26-a36a-0d490fc1dc02,16,Amharic,entrepreneurial,emotional_,: ,: Nigeria-25 ptesitlyar {,C,:0.,integrity,", ","2025-05T110.,8",:00es,A ,2024-01-26 21:34:00
mostlye5-3e68-4978-8091-9d00a26d24cd,14,Swahili,social,Sheit,age ,D_,outcome,",} ",leadership,reasoning_at,", ",location,emotional_language,2024-10-23 05:26:00
mostly80-ac75-48de-b67c-3b0a100f1d38,17,Hausa,entrepreneurial,",0.",P,,: ,", ",critical_thinking,D,"cultural;eres b m llew; aesarsing stu fores, ",S,Heo,2024-04-03 12:02:00
mostly04-2baf-4064-86b5-58a6c35d6144,13,Oromo,ethical,"reasoning, {",outcome_,", ",: ,outcome,resilience,cultural_gainedat,",",location,scenario ,2025-06-12 18:17:00
mostlya0-e047-4990-ab3c-a86abc5eff23,15,Yoruba,identity,"He-01 to car aes c m, andy and ",He ,,symbolic_tension,He,leadership,location,age_years,Friends_tension,description,2024-10-13 16:04:00
mostly60-4705-4c3c-8cf3-c785471aa323,14,Yoruba,identity,A-,outcome,"2024-,--0.03,-0.19,180.251209,.7,0.,0.9239270.07-,0.39527717, ",peer_,emotional_type,empathy,A-,}_years,independencegrowth,", ",2024-06-25 04:19:00
mostly15-6a15-4b63-9d3b-dd85d9f83f67,18,Zulu,identity,2025s,", ",", ",Ifat,emotional,empathy,primary,neural ,:00,2025_logicembedding,2025-05-15 00:35:00
mostly68-6a0f-48f6-ad2c-9e6b7b4b64ef,14,Zulu,creative,cultural_growth,outcome,primary_embedding,:-_dynamics,primary ,creativity,recordedA ,: {,cultural,symbolic,2024-03-18 01:16:00
mostly4b-996b-4376-83d8-a8064f7a29ee,19,Shona,academic,: ,scenario_type,0.,,S,critical_thinking,"}}, ",: ,_tension,", ",2025-09-30 21:39:00
mostlyc8-b0c5-41b9-9ac8-d8aeda65b3aa,13,Oromo,cultural,S,primary_at,empathy,primary_at,M,integrity,adolescence,recorded_,{, ,2025-06-28 11:37:00
mostly81-5814-4dfb-85b6-086ca839fdd0,13,Shona,cultural,,primary_gained,age_embedding,The_growth,"Anpet, mleaerroyierl csle, ds",critical_thinking,"2024-05-.19,-0.3,-0.,-0.9",Sdynamics,", ",neural_type,2024-04-01 07:43:00
mostly1e-d3ed-4565-90d9-796685cfc22c,13,Swahili,academic,",_0",Aey,description,C,A,resilience,", ",,cultural_,}_process,2024-12-28 00:45:00
mostlyb1-e6fc-4afd-88c5-263ffcf0bcc2,17,Amharic,innovation,ethical,cultural ,ethical,"O, ",A_at,empathy,", ",", ",", ",A_1yearseseren p- d in fts.,2024-10-17 23:48:00
